"s2","s1","time","z"
16.25,33.75,2000-11-03 08:55:00,-13
13.75,33.75,2000-11-03 08:55:00,0
11.25,33.75,2000-11-03 08:55:00,0
8.75,33.75,2000-11-03 08:55:00,-6
6.25,33.75,2000-11-03 08:55:00,-14
3.75,33.75,2000-11-03 08:55:00,0
1.25,33.75,2000-11-03 08:55:00,15
98.75,36.25,2000-11-03 08:55:00,0
96.25,36.25,2000-11-03 08:55:00,0
93.75,36.25,2000-11-03 08:55:00,0
91.25,36.25,2000-11-03 08:55:00,7
88.75,36.25,2000-11-03 08:55:00,14
86.25,36.25,2000-11-03 08:55:00,19
83.75,36.25,2000-11-03 08:55:00,10
81.25,36.25,2000-11-03 08:55:00,2
78.75,36.25,2000-11-03 08:55:00,15
76.25,36.25,2000-11-03 08:55:00,15
73.75,36.25,2000-11-03 08:55:00,15
71.25,36.25,2000-11-03 08:55:00,24
68.75,36.25,2000-11-03 08:55:00,16
66.25,36.25,2000-11-03 08:55:00,8
63.75,36.25,2000-11-03 08:55:00,18
61.25,36.25,2000-11-03 08:55:00,24
58.75,36.25,2000-11-03 08:55:00,12
56.25,36.25,2000-11-03 08:55:00,23
53.75,36.25,2000-11-03 08:55:00,36
51.25,36.25,2000-11-03 08:55:00,47
48.75,36.25,2000-11-03 08:55:00,25
46.25,36.25,2000-11-03 08:55:00,41
43.75,36.25,2000-11-03 08:55:00,27
41.25,36.25,2000-11-03 08:55:00,26
38.75,36.25,2000-11-03 08:55:00,0
36.25,36.25,2000-11-03 08:55:00,5
33.75,36.25,2000-11-03 08:55:00,-9
31.25,36.25,2000-11-03 08:55:00,23
28.75,36.25,2000-11-03 08:55:00,-11
26.25,36.25,2000-11-03 08:55:00,9
23.75,36.25,2000-11-03 08:55:00,18
21.25,36.25,2000-11-03 08:55:00,9
18.75,36.25,2000-11-03 08:55:00,0
16.25,36.25,2000-11-03 08:55:00,-6
13.75,36.25,2000-11-03 08:55:00,-8
11.25,36.25,2000-11-03 08:55:00,0
8.75,36.25,2000-11-03 08:55:00,-14
6.25,36.25,2000-11-03 08:55:00,-2
3.75,36.25,2000-11-03 08:55:00,0
1.25,36.25,2000-11-03 08:55:00,6
98.75,38.75,2000-11-03 08:55:00,0
96.25,38.75,2000-11-03 08:55:00,0
93.75,38.75,2000-11-03 08:55:00,0
91.25,38.75,2000-11-03 08:55:00,7
88.75,38.75,2000-11-03 08:55:00,9
86.25,38.75,2000-11-03 08:55:00,13
83.75,38.75,2000-11-03 08:55:00,2
81.25,38.75,2000-11-03 08:55:00,-3
78.75,38.75,2000-11-03 08:55:00,6
76.25,38.75,2000-11-03 08:55:00,19
73.75,38.75,2000-11-03 08:55:00,12
71.25,38.75,2000-11-03 08:55:00,19
68.75,38.75,2000-11-03 08:55:00,10
66.25,38.75,2000-11-03 08:55:00,3
63.75,38.75,2000-11-03 08:55:00,6
61.25,38.75,2000-11-03 08:55:00,0
58.75,38.75,2000-11-03 08:55:00,7
56.25,38.75,2000-11-03 08:55:00,28
53.75,38.75,2000-11-03 08:55:00,41
51.25,38.75,2000-11-03 08:55:00,41
48.75,38.75,2000-11-03 08:55:00,23
46.25,38.75,2000-11-03 08:55:00,36
43.75,38.75,2000-11-03 08:55:00,14
41.25,38.75,2000-11-03 08:55:00,17
38.75,38.75,2000-11-03 08:55:00,-4
36.25,38.75,2000-11-03 08:55:00,6
33.75,38.75,2000-11-03 08:55:00,3
31.25,38.75,2000-11-03 08:55:00,2
28.75,38.75,2000-11-03 08:55:00,2
26.25,38.75,2000-11-03 08:55:00,13
23.75,38.75,2000-11-03 08:55:00,17
21.25,38.75,2000-11-03 08:55:00,6
18.75,38.75,2000-11-03 08:55:00,-6
16.25,38.75,2000-11-03 08:55:00,-15
13.75,38.75,2000-11-03 08:55:00,-4
11.25,38.75,2000-11-03 08:55:00,3
8.75,38.75,2000-11-03 08:55:00,0
6.25,38.75,2000-11-03 08:55:00,0
3.75,38.75,2000-11-03 08:55:00,16
1.25,38.75,2000-11-03 08:55:00,0
98.75,41.25,2000-11-03 08:55:00,0
96.25,41.25,2000-11-03 08:55:00,0
93.75,41.25,2000-11-03 08:55:00,0
91.25,41.25,2000-11-03 08:55:00,0
88.75,41.25,2000-11-03 08:55:00,0
86.25,41.25,2000-11-03 08:55:00,0
83.75,41.25,2000-11-03 08:55:00,0
81.25,41.25,2000-11-03 08:55:00,0
78.75,41.25,2000-11-03 08:55:00,0
76.25,41.25,2000-11-03 08:55:00,10
73.75,41.25,2000-11-03 08:55:00,5
71.25,41.25,2000-11-03 08:55:00,4
68.75,41.25,2000-11-03 08:55:00,10
66.25,41.25,2000-11-03 08:55:00,4
63.75,41.25,2000-11-03 08:55:00,0
61.25,41.25,2000-11-03 08:55:00,-7
58.75,41.25,2000-11-03 08:55:00,19
56.25,41.25,2000-11-03 08:55:00,22
53.75,41.25,2000-11-03 08:55:00,21
51.25,41.25,2000-11-03 08:55:00,12
48.75,41.25,2000-11-03 08:55:00,14
46.25,41.25,2000-11-03 08:55:00,6
43.75,41.25,2000-11-03 08:55:00,0
41.25,41.25,2000-11-03 08:55:00,-5
38.75,41.25,2000-11-03 08:55:00,-6
36.25,41.25,2000-11-03 08:55:00,0
33.75,41.25,2000-11-03 08:55:00,4
31.25,41.25,2000-11-03 08:55:00,1
28.75,41.25,2000-11-03 08:55:00,9
26.25,41.25,2000-11-03 08:55:00,3
23.75,41.25,2000-11-03 08:55:00,11
21.25,41.25,2000-11-03 08:55:00,11
18.75,41.25,2000-11-03 08:55:00,-1
16.25,41.25,2000-11-03 08:55:00,-1
13.75,41.25,2000-11-03 08:55:00,-5
11.25,41.25,2000-11-03 08:55:00,-7
8.75,41.25,2000-11-03 08:55:00,0
6.25,41.25,2000-11-03 08:55:00,0
3.75,41.25,2000-11-03 08:55:00,-3
1.25,41.25,2000-11-03 08:55:00,0
98.75,43.75,2000-11-03 08:55:00,0
96.25,43.75,2000-11-03 08:55:00,0
93.75,43.75,2000-11-03 08:55:00,0
91.25,43.75,2000-11-03 08:55:00,0
88.75,43.75,2000-11-03 08:55:00,0
86.25,43.75,2000-11-03 08:55:00,0
83.75,43.75,2000-11-03 08:55:00,0
81.25,43.75,2000-11-03 08:55:00,0
78.75,43.75,2000-11-03 08:55:00,0
76.25,43.75,2000-11-03 08:55:00,-2
73.75,43.75,2000-11-03 08:55:00,0
71.25,43.75,2000-11-03 08:55:00,-2
68.75,43.75,2000-11-03 08:55:00,1
66.25,43.75,2000-11-03 08:55:00,0
63.75,43.75,2000-11-03 08:55:00,0
61.25,43.75,2000-11-03 08:55:00,5
58.75,43.75,2000-11-03 08:55:00,12
56.25,43.75,2000-11-03 08:55:00,19
53.75,43.75,2000-11-03 08:55:00,0
51.25,43.75,2000-11-03 08:55:00,-4
48.75,43.75,2000-11-03 08:55:00,4
46.25,43.75,2000-11-03 08:55:00,-7
43.75,43.75,2000-11-03 08:55:00,-7
41.25,43.75,2000-11-03 08:55:00,0
38.75,43.75,2000-11-03 08:55:00,-3
36.25,43.75,2000-11-03 08:55:00,-3
33.75,43.75,2000-11-03 08:55:00,6
31.25,43.75,2000-11-03 08:55:00,4
28.75,43.75,2000-11-03 08:55:00,4
26.25,43.75,2000-11-03 08:55:00,7
23.75,43.75,2000-11-03 08:55:00,3
21.25,43.75,2000-11-03 08:55:00,6
18.75,43.75,2000-11-03 08:55:00,5
16.25,43.75,2000-11-03 08:55:00,7
13.75,43.75,2000-11-03 08:55:00,3
11.25,43.75,2000-11-03 08:55:00,2
8.75,43.75,2000-11-03 08:55:00,0
6.25,43.75,2000-11-03 08:55:00,0
3.75,43.75,2000-11-03 08:55:00,0
1.25,43.75,2000-11-03 08:55:00,-5
98.75,46.25,2000-11-03 08:55:00,0
96.25,46.25,2000-11-03 08:55:00,0
93.75,46.25,2000-11-03 08:55:00,0
91.25,46.25,2000-11-03 08:55:00,-2
88.75,46.25,2000-11-03 08:55:00,0
86.25,46.25,2000-11-03 08:55:00,0
83.75,46.25,2000-11-03 08:55:00,0
81.25,46.25,2000-11-03 08:55:00,0
78.75,46.25,2000-11-03 08:55:00,0
76.25,46.25,2000-11-03 08:55:00,0
73.75,46.25,2000-11-03 08:55:00,0
71.25,46.25,2000-11-03 08:55:00,0
68.75,46.25,2000-11-03 08:55:00,0
66.25,46.25,2000-11-03 08:55:00,0
63.75,46.25,2000-11-03 08:55:00,0
61.25,46.25,2000-11-03 08:55:00,-1
58.75,46.25,2000-11-03 08:55:00,-1
56.25,46.25,2000-11-03 08:55:00,-3
53.75,46.25,2000-11-03 08:55:00,0
51.25,46.25,2000-11-03 08:55:00,0
48.75,46.25,2000-11-03 08:55:00,0
46.25,46.25,2000-11-03 08:55:00,-10
43.75,46.25,2000-11-03 08:55:00,0
41.25,46.25,2000-11-03 08:55:00,4
38.75,46.25,2000-11-03 08:55:00,-3
36.25,46.25,2000-11-03 08:55:00,-5
33.75,46.25,2000-11-03 08:55:00,-6
31.25,46.25,2000-11-03 08:55:00,6
28.75,46.25,2000-11-03 08:55:00,0
26.25,46.25,2000-11-03 08:55:00,0
23.75,46.25,2000-11-03 08:55:00,1
21.25,46.25,2000-11-03 08:55:00,3
18.75,46.25,2000-11-03 08:55:00,5
16.25,46.25,2000-11-03 08:55:00,21
13.75,46.25,2000-11-03 08:55:00,4
11.25,46.25,2000-11-03 08:55:00,4
8.75,46.25,2000-11-03 08:55:00,9
6.25,46.25,2000-11-03 08:55:00,-7
3.75,46.25,2000-11-03 08:55:00,-2
1.25,46.25,2000-11-03 08:55:00,-8
98.75,48.75,2000-11-03 08:55:00,0
96.25,48.75,2000-11-03 08:55:00,0
93.75,48.75,2000-11-03 08:55:00,0
91.25,48.75,2000-11-03 08:55:00,0
88.75,48.75,2000-11-03 08:55:00,0
86.25,48.75,2000-11-03 08:55:00,0
83.75,48.75,2000-11-03 08:55:00,0
81.25,48.75,2000-11-03 08:55:00,0
78.75,48.75,2000-11-03 08:55:00,0
76.25,48.75,2000-11-03 08:55:00,0
73.75,48.75,2000-11-03 08:55:00,0
71.25,48.75,2000-11-03 08:55:00,0
68.75,48.75,2000-11-03 08:55:00,0
66.25,48.75,2000-11-03 08:55:00,0
63.75,48.75,2000-11-03 08:55:00,0
61.25,48.75,2000-11-03 08:55:00,0
58.75,48.75,2000-11-03 08:55:00,0
56.25,48.75,2000-11-03 08:55:00,0
53.75,48.75,2000-11-03 08:55:00,-8
51.25,48.75,2000-11-03 08:55:00,-7
48.75,48.75,2000-11-03 08:55:00,0
46.25,48.75,2000-11-03 08:55:00,-7
43.75,48.75,2000-11-03 08:55:00,0
41.25,48.75,2000-11-03 08:55:00,-6
38.75,48.75,2000-11-03 08:55:00,-2
36.25,48.75,2000-11-03 08:55:00,0
33.75,48.75,2000-11-03 08:55:00,8
31.25,48.75,2000-11-03 08:55:00,6
28.75,48.75,2000-11-03 08:55:00,5
26.25,48.75,2000-11-03 08:55:00,3
23.75,48.75,2000-11-03 08:55:00,2
21.25,48.75,2000-11-03 08:55:00,1
18.75,48.75,2000-11-03 08:55:00,1
16.25,48.75,2000-11-03 08:55:00,-7
13.75,48.75,2000-11-03 08:55:00,1
11.25,48.75,2000-11-03 08:55:00,1
8.75,48.75,2000-11-03 08:55:00,0
6.25,48.75,2000-11-03 08:55:00,0
3.75,48.75,2000-11-03 08:55:00,3
1.25,48.75,2000-11-03 08:55:00,-17
98.75,51.25,2000-11-03 08:55:00,0
96.25,51.25,2000-11-03 08:55:00,0
93.75,51.25,2000-11-03 08:55:00,0
91.25,51.25,2000-11-03 08:55:00,0
88.75,51.25,2000-11-03 08:55:00,0
86.25,51.25,2000-11-03 08:55:00,0
83.75,51.25,2000-11-03 08:55:00,0
81.25,51.25,2000-11-03 08:55:00,0
78.75,51.25,2000-11-03 08:55:00,0
76.25,51.25,2000-11-03 08:55:00,0
73.75,51.25,2000-11-03 08:55:00,0
71.25,51.25,2000-11-03 08:55:00,0
68.75,51.25,2000-11-03 08:55:00,0
66.25,51.25,2000-11-03 08:55:00,-7
63.75,51.25,2000-11-03 08:55:00,0
61.25,51.25,2000-11-03 08:55:00,0
58.75,51.25,2000-11-03 08:55:00,0
56.25,51.25,2000-11-03 08:55:00,0
53.75,51.25,2000-11-03 08:55:00,0
51.25,51.25,2000-11-03 08:55:00,0
48.75,51.25,2000-11-03 08:55:00,0
46.25,51.25,2000-11-03 08:55:00,-3
43.75,51.25,2000-11-03 08:55:00,-9
41.25,51.25,2000-11-03 08:55:00,-5
38.75,51.25,2000-11-03 08:55:00,-4
36.25,51.25,2000-11-03 08:55:00,-4
33.75,51.25,2000-11-03 08:55:00,10
31.25,51.25,2000-11-03 08:55:00,3
28.75,51.25,2000-11-03 08:55:00,-15
26.25,51.25,2000-11-03 08:55:00,-2
23.75,51.25,2000-11-03 08:55:00,-4
21.25,51.25,2000-11-03 08:55:00,-2
18.75,51.25,2000-11-03 08:55:00,0
16.25,51.25,2000-11-03 08:55:00,3
13.75,51.25,2000-11-03 08:55:00,4
11.25,51.25,2000-11-03 08:55:00,-1
8.75,51.25,2000-11-03 08:55:00,0
6.25,51.25,2000-11-03 08:55:00,10
3.75,51.25,2000-11-03 08:55:00,0
1.25,51.25,2000-11-03 08:55:00,8
98.75,53.75,2000-11-03 08:55:00,0
96.25,53.75,2000-11-03 08:55:00,0
93.75,53.75,2000-11-03 08:55:00,0
91.25,53.75,2000-11-03 08:55:00,0
88.75,53.75,2000-11-03 08:55:00,0
86.25,53.75,2000-11-03 08:55:00,0
83.75,53.75,2000-11-03 08:55:00,0
81.25,53.75,2000-11-03 08:55:00,0
78.75,53.75,2000-11-03 08:55:00,0
76.25,53.75,2000-11-03 08:55:00,0
73.75,53.75,2000-11-03 08:55:00,0
71.25,53.75,2000-11-03 08:55:00,0
68.75,53.75,2000-11-03 08:55:00,0
66.25,53.75,2000-11-03 08:55:00,0
63.75,53.75,2000-11-03 08:55:00,0
61.25,53.75,2000-11-03 08:55:00,0
58.75,53.75,2000-11-03 08:55:00,0
56.25,53.75,2000-11-03 08:55:00,0
53.75,53.75,2000-11-03 08:55:00,2
51.25,53.75,2000-11-03 08:55:00,-6
48.75,53.75,2000-11-03 08:55:00,3
46.25,53.75,2000-11-03 08:55:00,0
43.75,53.75,2000-11-03 08:55:00,-6
41.25,53.75,2000-11-03 08:55:00,-2
38.75,53.75,2000-11-03 08:55:00,-4
36.25,53.75,2000-11-03 08:55:00,-2
33.75,53.75,2000-11-03 08:55:00,1
31.25,53.75,2000-11-03 08:55:00,-2
28.75,53.75,2000-11-03 08:55:00,-1
26.25,53.75,2000-11-03 08:55:00,-5
23.75,53.75,2000-11-03 08:55:00,-3
21.25,53.75,2000-11-03 08:55:00,-3
18.75,53.75,2000-11-03 08:55:00,-2
16.25,53.75,2000-11-03 08:55:00,6
13.75,53.75,2000-11-03 08:55:00,5
11.25,53.75,2000-11-03 08:55:00,6
8.75,53.75,2000-11-03 08:55:00,-1
6.25,53.75,2000-11-03 08:55:00,0
3.75,53.75,2000-11-03 08:55:00,-5
1.25,53.75,2000-11-03 08:55:00,0
98.75,56.25,2000-11-03 08:55:00,0
96.25,56.25,2000-11-03 08:55:00,0
93.75,56.25,2000-11-03 08:55:00,0
91.25,56.25,2000-11-03 08:55:00,0
88.75,56.25,2000-11-03 08:55:00,0
86.25,56.25,2000-11-03 08:55:00,0
83.75,56.25,2000-11-03 08:55:00,0
81.25,56.25,2000-11-03 08:55:00,0
78.75,56.25,2000-11-03 08:55:00,0
76.25,56.25,2000-11-03 08:55:00,0
73.75,56.25,2000-11-03 08:55:00,0
71.25,56.25,2000-11-03 08:55:00,0
68.75,56.25,2000-11-03 08:55:00,0
66.25,56.25,2000-11-03 08:55:00,0
63.75,56.25,2000-11-03 08:55:00,0
61.25,56.25,2000-11-03 08:55:00,0
58.75,56.25,2000-11-03 08:55:00,0
56.25,56.25,2000-11-03 08:55:00,-6
53.75,56.25,2000-11-03 08:55:00,0
51.25,56.25,2000-11-03 08:55:00,-10
48.75,56.25,2000-11-03 08:55:00,-8
46.25,56.25,2000-11-03 08:55:00,0
43.75,56.25,2000-11-03 08:55:00,-5
41.25,56.25,2000-11-03 08:55:00,-2
38.75,56.25,2000-11-03 08:55:00,-4
36.25,56.25,2000-11-03 08:55:00,-3
33.75,56.25,2000-11-03 08:55:00,0
31.25,56.25,2000-11-03 08:55:00,2
28.75,56.25,2000-11-03 08:55:00,-1
26.25,56.25,2000-11-03 08:55:00,-3
23.75,56.25,2000-11-03 08:55:00,-5
21.25,56.25,2000-11-03 08:55:00,4
18.75,56.25,2000-11-03 08:55:00,0
16.25,56.25,2000-11-03 08:55:00,-8
13.75,56.25,2000-11-03 08:55:00,2
11.25,56.25,2000-11-03 08:55:00,2
8.75,56.25,2000-11-03 08:55:00,13
6.25,56.25,2000-11-03 08:55:00,-4
3.75,56.25,2000-11-03 08:55:00,-10
1.25,56.25,2000-11-03 08:55:00,-4
98.75,58.75,2000-11-03 08:55:00,0
96.25,58.75,2000-11-03 08:55:00,0
93.75,58.75,2000-11-03 08:55:00,0
91.25,58.75,2000-11-03 08:55:00,0
88.75,58.75,2000-11-03 08:55:00,0
86.25,58.75,2000-11-03 08:55:00,0
83.75,58.75,2000-11-03 08:55:00,0
81.25,58.75,2000-11-03 08:55:00,0
78.75,58.75,2000-11-03 08:55:00,0
76.25,58.75,2000-11-03 08:55:00,0
73.75,58.75,2000-11-03 08:55:00,0
71.25,58.75,2000-11-03 08:55:00,0
68.75,58.75,2000-11-03 08:55:00,0
66.25,58.75,2000-11-03 08:55:00,0
63.75,58.75,2000-11-03 08:55:00,0
61.25,58.75,2000-11-03 08:55:00,0
58.75,58.75,2000-11-03 08:55:00,0
56.25,58.75,2000-11-03 08:55:00,-6
53.75,58.75,2000-11-03 08:55:00,0
51.25,58.75,2000-11-03 08:55:00,0
48.75,58.75,2000-11-03 08:55:00,0
46.25,58.75,2000-11-03 08:55:00,-6
43.75,58.75,2000-11-03 08:55:00,-6
41.25,58.75,2000-11-03 08:55:00,21
38.75,58.75,2000-11-03 08:55:00,0
36.25,58.75,2000-11-03 08:55:00,-3
33.75,58.75,2000-11-03 08:55:00,-6
31.25,58.75,2000-11-03 08:55:00,3
28.75,58.75,2000-11-03 08:55:00,0
26.25,58.75,2000-11-03 08:55:00,-2
23.75,58.75,2000-11-03 08:55:00,-1
21.25,58.75,2000-11-03 08:55:00,1
18.75,58.75,2000-11-03 08:55:00,6
16.25,58.75,2000-11-03 08:55:00,31
13.75,58.75,2000-11-03 08:55:00,3
11.25,58.75,2000-11-03 08:55:00,-3
8.75,58.75,2000-11-03 08:55:00,0
6.25,58.75,2000-11-03 08:55:00,0
3.75,58.75,2000-11-03 08:55:00,-2
1.25,58.75,2000-11-03 08:55:00,1
98.75,61.25,2000-11-03 08:55:00,0
96.25,61.25,2000-11-03 08:55:00,0
93.75,61.25,2000-11-03 08:55:00,0
91.25,61.25,2000-11-03 08:55:00,0
88.75,61.25,2000-11-03 08:55:00,0
86.25,61.25,2000-11-03 08:55:00,0
83.75,61.25,2000-11-03 08:55:00,0
81.25,61.25,2000-11-03 08:55:00,0
78.75,61.25,2000-11-03 08:55:00,0
76.25,61.25,2000-11-03 08:55:00,0
73.75,61.25,2000-11-03 08:55:00,0
71.25,61.25,2000-11-03 08:55:00,0
68.75,61.25,2000-11-03 08:55:00,0
66.25,61.25,2000-11-03 08:55:00,0
63.75,61.25,2000-11-03 08:55:00,0
61.25,61.25,2000-11-03 08:55:00,0
58.75,61.25,2000-11-03 08:55:00,0
56.25,61.25,2000-11-03 08:55:00,0
53.75,61.25,2000-11-03 08:55:00,-5
51.25,61.25,2000-11-03 08:55:00,0
48.75,61.25,2000-11-03 08:55:00,0
46.25,61.25,2000-11-03 08:55:00,0
43.75,61.25,2000-11-03 08:55:00,-3
41.25,61.25,2000-11-03 08:55:00,-7
38.75,61.25,2000-11-03 08:55:00,-2
36.25,61.25,2000-11-03 08:55:00,-6
33.75,61.25,2000-11-03 08:55:00,-6
31.25,61.25,2000-11-03 08:55:00,-8
28.75,61.25,2000-11-03 08:55:00,-2
26.25,61.25,2000-11-03 08:55:00,-3
23.75,61.25,2000-11-03 08:55:00,-4
21.25,61.25,2000-11-03 08:55:00,-2
18.75,61.25,2000-11-03 08:55:00,-3
16.25,61.25,2000-11-03 08:55:00,-1
13.75,61.25,2000-11-03 08:55:00,0
11.25,61.25,2000-11-03 08:55:00,-5
8.75,61.25,2000-11-03 08:55:00,5
6.25,61.25,2000-11-03 08:55:00,1
3.75,61.25,2000-11-03 08:55:00,0
1.25,61.25,2000-11-03 08:55:00,-6
98.75,63.75,2000-11-03 08:55:00,0
96.25,63.75,2000-11-03 08:55:00,0
93.75,63.75,2000-11-03 08:55:00,0
91.25,63.75,2000-11-03 08:55:00,0
88.75,63.75,2000-11-03 08:55:00,0
86.25,63.75,2000-11-03 08:55:00,0
83.75,63.75,2000-11-03 08:55:00,0
81.25,63.75,2000-11-03 08:55:00,0
78.75,63.75,2000-11-03 08:55:00,0
76.25,63.75,2000-11-03 08:55:00,0
73.75,63.75,2000-11-03 08:55:00,0
71.25,63.75,2000-11-03 08:55:00,0
68.75,63.75,2000-11-03 08:55:00,0
66.25,63.75,2000-11-03 08:55:00,0
63.75,63.75,2000-11-03 08:55:00,0
61.25,63.75,2000-11-03 08:55:00,0
58.75,63.75,2000-11-03 08:55:00,0
56.25,63.75,2000-11-03 08:55:00,0
53.75,63.75,2000-11-03 08:55:00,0
51.25,63.75,2000-11-03 08:55:00,0
48.75,63.75,2000-11-03 08:55:00,-5
46.25,63.75,2000-11-03 08:55:00,-3
43.75,63.75,2000-11-03 08:55:00,-1
41.25,63.75,2000-11-03 08:55:00,0
38.75,63.75,2000-11-03 08:55:00,-6
36.25,63.75,2000-11-03 08:55:00,0
33.75,63.75,2000-11-03 08:55:00,-5
31.25,63.75,2000-11-03 08:55:00,0
28.75,63.75,2000-11-03 08:55:00,-3
26.25,63.75,2000-11-03 08:55:00,-4
23.75,63.75,2000-11-03 08:55:00,-4
21.25,63.75,2000-11-03 08:55:00,-3
18.75,63.75,2000-11-03 08:55:00,0
16.25,63.75,2000-11-03 08:55:00,-11
13.75,63.75,2000-11-03 08:55:00,0
11.25,63.75,2000-11-03 08:55:00,0
8.75,63.75,2000-11-03 08:55:00,0
6.25,63.75,2000-11-03 08:55:00,-3
3.75,63.75,2000-11-03 08:55:00,0
1.25,63.75,2000-11-03 08:55:00,-2
98.75,66.25,2000-11-03 08:55:00,0
96.25,66.25,2000-11-03 08:55:00,0
93.75,66.25,2000-11-03 08:55:00,0
91.25,66.25,2000-11-03 08:55:00,0
88.75,66.25,2000-11-03 08:55:00,0
86.25,66.25,2000-11-03 08:55:00,0
83.75,66.25,2000-11-03 08:55:00,0
81.25,66.25,2000-11-03 08:55:00,0
78.75,66.25,2000-11-03 08:55:00,0
76.25,66.25,2000-11-03 08:55:00,0
73.75,66.25,2000-11-03 08:55:00,0
71.25,66.25,2000-11-03 08:55:00,0
68.75,66.25,2000-11-03 08:55:00,0
66.25,66.25,2000-11-03 08:55:00,0
63.75,66.25,2000-11-03 08:55:00,0
61.25,66.25,2000-11-03 08:55:00,0
58.75,66.25,2000-11-03 08:55:00,0
56.25,66.25,2000-11-03 08:55:00,0
53.75,66.25,2000-11-03 08:55:00,0
51.25,66.25,2000-11-03 08:55:00,0
48.75,66.25,2000-11-03 08:55:00,-13
46.25,66.25,2000-11-03 08:55:00,0
43.75,66.25,2000-11-03 08:55:00,0
41.25,66.25,2000-11-03 08:55:00,-3
38.75,66.25,2000-11-03 08:55:00,0
36.25,66.25,2000-11-03 08:55:00,-3
33.75,66.25,2000-11-03 08:55:00,-6
31.25,66.25,2000-11-03 08:55:00,-10
28.75,66.25,2000-11-03 08:55:00,-7
26.25,66.25,2000-11-03 08:55:00,0
23.75,66.25,2000-11-03 08:55:00,0
21.25,66.25,2000-11-03 08:55:00,0
18.75,66.25,2000-11-03 08:55:00,-5
16.25,66.25,2000-11-03 08:55:00,5
13.75,66.25,2000-11-03 08:55:00,19
11.25,66.25,2000-11-03 08:55:00,0
8.75,66.25,2000-11-03 08:55:00,1
6.25,66.25,2000-11-03 08:55:00,0
3.75,66.25,2000-11-03 08:55:00,0
1.25,66.25,2000-11-03 08:55:00,0
98.75,68.75,2000-11-03 08:55:00,0
96.25,68.75,2000-11-03 08:55:00,0
93.75,68.75,2000-11-03 08:55:00,0
91.25,68.75,2000-11-03 08:55:00,0
88.75,68.75,2000-11-03 08:55:00,0
86.25,68.75,2000-11-03 08:55:00,0
83.75,68.75,2000-11-03 08:55:00,0
81.25,68.75,2000-11-03 08:55:00,0
78.75,68.75,2000-11-03 08:55:00,0
76.25,68.75,2000-11-03 08:55:00,0
73.75,68.75,2000-11-03 08:55:00,0
71.25,68.75,2000-11-03 08:55:00,0
68.75,68.75,2000-11-03 08:55:00,0
66.25,68.75,2000-11-03 08:55:00,0
63.75,68.75,2000-11-03 08:55:00,0
61.25,68.75,2000-11-03 08:55:00,0
58.75,68.75,2000-11-03 08:55:00,0
56.25,68.75,2000-11-03 08:55:00,0
53.75,68.75,2000-11-03 08:55:00,-8
51.25,68.75,2000-11-03 08:55:00,0
48.75,68.75,2000-11-03 08:55:00,14
46.25,68.75,2000-11-03 08:55:00,-10
43.75,68.75,2000-11-03 08:55:00,-3
41.25,68.75,2000-11-03 08:55:00,-5
38.75,68.75,2000-11-03 08:55:00,-5
36.25,68.75,2000-11-03 08:55:00,0
33.75,68.75,2000-11-03 08:55:00,0
31.25,68.75,2000-11-03 08:55:00,0
28.75,68.75,2000-11-03 08:55:00,-6
26.25,68.75,2000-11-03 08:55:00,0
23.75,68.75,2000-11-03 08:55:00,-5
21.25,68.75,2000-11-03 08:55:00,0
18.75,68.75,2000-11-03 08:55:00,-3
16.25,68.75,2000-11-03 08:55:00,-4
13.75,68.75,2000-11-03 08:55:00,3
11.25,68.75,2000-11-03 08:55:00,-8
8.75,68.75,2000-11-03 08:55:00,0
6.25,68.75,2000-11-03 08:55:00,0
3.75,68.75,2000-11-03 08:55:00,-2
1.25,68.75,2000-11-03 08:55:00,0
98.75,1.25,2000-11-03 09:05:00,0
96.25,1.25,2000-11-03 09:05:00,0
93.75,1.25,2000-11-03 09:05:00,0
91.25,1.25,2000-11-03 09:05:00,0
88.75,1.25,2000-11-03 09:05:00,0
86.25,1.25,2000-11-03 09:05:00,0
83.75,1.25,2000-11-03 09:05:00,0
81.25,1.25,2000-11-03 09:05:00,0
78.75,1.25,2000-11-03 09:05:00,0
76.25,1.25,2000-11-03 09:05:00,0
73.75,1.25,2000-11-03 09:05:00,0
71.25,1.25,2000-11-03 09:05:00,0
68.75,1.25,2000-11-03 09:05:00,0
66.25,1.25,2000-11-03 09:05:00,0
63.75,1.25,2000-11-03 09:05:00,0
61.25,1.25,2000-11-03 09:05:00,0
58.75,1.25,2000-11-03 09:05:00,0
56.25,1.25,2000-11-03 09:05:00,3
53.75,1.25,2000-11-03 09:05:00,6
51.25,1.25,2000-11-03 09:05:00,6
48.75,1.25,2000-11-03 09:05:00,13
46.25,1.25,2000-11-03 09:05:00,13
43.75,1.25,2000-11-03 09:05:00,24
41.25,1.25,2000-11-03 09:05:00,3
38.75,1.25,2000-11-03 09:05:00,-8
36.25,1.25,2000-11-03 09:05:00,10
33.75,1.25,2000-11-03 09:05:00,8
31.25,1.25,2000-11-03 09:05:00,0
28.75,1.25,2000-11-03 09:05:00,0
26.25,1.25,2000-11-03 09:05:00,0
23.75,1.25,2000-11-03 09:05:00,0
21.25,1.25,2000-11-03 09:05:00,0
18.75,1.25,2000-11-03 09:05:00,0
16.25,1.25,2000-11-03 09:05:00,-6
13.75,1.25,2000-11-03 09:05:00,8
